READ_NEME	REF_NAME	POS	STRAND	NUMBER_OF_ALIGNMENTS	HAMMING_DISTANCE
D81P8DQ1:109:D1CW8ACXX:8:2116:16320:55554/2	chr15:28356359-28371359	3050	+	1	0
D81P8DQ1:109:D1CW8ACXX:8:2116:17707:14428/2	chr15:28356359-28371359	1151	-	1	2
D81P8DQ1:109:D1CW8ACXX:8:2116:19111:66210/2	chr15:28356359-28371359	654	+	1	1
D81P8DQ1:109:D1CW8ACXX:8:2201:5112:80597/2	chr15:28356359-28371359	3555	+	1	2
D81P8DQ1:109:D1CW8ACXX:8:2201:10127:55373/2	chr15:28356359-28371359	3400	+	1	1
D81P8DQ1:109:D1CW8ACXX:8:2201:11506:44873/2	chr15:28356359-28371359	1060	-	1	0
D81P8DQ1:109:D1CW8ACXX:8:2201:15206:62921/2	chr15:28356359-28371359	1703	-	1	1
D81P8DQ1:109:D1CW8ACXX:8:2201:19677:53232/2	*	0	*	0	*
D81P8DQ1:109:D1CW8ACXX:8:2202:4207:3039/2	*	0	*	0	*
D81P8DQ1:109:D1CW8ACXX:8:2202:18527:36892/2	chr15:28356359-28371359	3876	+	1	2
D81P8DQ1:109:D1CW8ACXX:8:2203:8117:21612/2	chr15:28356359-28371359	4566	+	1	0
D81P8DQ1:109:D1CW8ACXX:8:2203:10977:61568/2	chr15:28356359-28371359	4550	-	1	1
D81P8DQ1:109:D1CW8ACXX:8:2203:17877:44676/2	chr15:28356359-28371359	3537	-	1	1
D81P8DQ1:109:D1CW8ACXX:8:2204:10894:43624/2	chr15:28356359-28371359	1641	-	1	0
D81P8DQ1:109:D1CW8ACXX:8:2204:12333:46406/2	chr15:28356359-28371359	497	+	1	2
D81P8DQ1:109:D1CW8ACXX:8:2205:4532:69297/2	chr15:28356359-28371359	4336	-	1	0
D81P8DQ1:109:D1CW8ACXX:8:2205:9546:33526/2	*	0	*	0	*
D81P8DQ1:109:D1CW8ACXX:8:2205:10328:54810/2	*	0	*	0	*
D81P8DQ1:109:D1CW8ACXX:8:2205:12878:62551/2	chr15:28356359-28371359	4615	+	1	2
D81P8DQ1:109:D1CW8ACXX:8:2205:19326:43791/2	chr15:28356359-28371359	2034	-	1	0
D81P8DQ1:109:D1CW8ACXX:8:2206:2379:19048/2	chr15:28356359-28371359	2102	+	1	1
D81P8DQ1:109:D1CW8ACXX:8:2206:8367:89927/2	chr15:28356359-28371359	103	+	1	0
D81P8DQ1:109:D1CW8ACXX:8:2206:11221:19355/2	chr15:28356359-28371359	4721	-	1	1
D81P8DQ1:109:D1CW8ACXX:8:2206:14553:57694/2	*	0	*	0	*
D81P8DQ1:109:D1CW8ACXX:8:2207:4861:38925/2	chr15:28356359-28371359	4089	+	1	0
D81P8DQ1:109:D1CW8ACXX:8:2207:12893:30054/2	chr15:28356359-28371359	4795	-	1	0
D81P8DQ1:109:D1CW8ACXX:8:2208:3452:82446/2	chr15:28356359-28371359	1240	-	1	0
D81P8DQ1:109:D1CW8ACXX:8:2208:5006:60876/2	chr15:28356359-28371359	2476	+	1	0
D81P8DQ1:109:D1CW8ACXX:8:2208:14359:79465/2	chr15:28356359-28371359	2729	+	1	0
D81P8DQ1:109:D1CW8ACXX:8:2208:15011:31050/2	chr15:28356359-28371359	2894	-	1	2
D81P8DQ1:109:D1CW8ACXX:8:2208:15479:22589/2	chr15:28356359-28371359	3966	+	1	0
D81P8DQ1:109:D1CW8ACXX:8:2209:14899:94348/2	chr15:28356359-28371359	963	-	1	0
D81P8DQ1:109:D1CW8ACXX:8:2210:3772:39034/2	chr15:28356359-28371359	1530	-	1	0
D81P8DQ1:109:D1CW8ACXX:8:2210:8582:90346/2	chr15:28356359-28371359	2835	+	1	1
D81P8DQ1:109:D1CW8ACXX:8:2210:11736:19716/2	chr15:28356359-28371359	4648	+	1	2
D81P8DQ1:109:D1CW8ACXX:8:2210:13008:59917/2	chr15:28356359-28371359	2913	-	1	1
D81P8DQ1:109:D1CW8ACXX:8:2211:4486:34667/2	chr15:28356359-28371359	726	+	1	1
D81P8DQ1:109:D1CW8ACXX:8:2211:4995:2331/2	chr15:28356359-28371359	2511	+	1	0
D81P8DQ1:109:D1CW8ACXX:8:2211:17036:100500/2	chr15:28356359-28371359	1908	-	1	1
D81P8DQ1:109:D1CW8ACXX:8:2212:4408:87983/2	chr15:28356359-28371359	2753	-	1	2
D81P8DQ1:109:D1CW8ACXX:8:2212:5305:19139/2	*	0	*	0	*
D81P8DQ1:109:D1CW8ACXX:8:2212:6800:19443/2	*	0	*	0	*
D81P8DQ1:109:D1CW8ACXX:8:2212:12186:96879/2	chr15:28356359-28371359	1600	+	1	1
D81P8DQ1:109:D1CW8ACXX:8:2212:13859:27142/2	chr15:28356359-28371359	1722	+	1	0
D81P8DQ1:109:D1CW8ACXX:8:2212:20412:57005/2	chr15:28356359-28371359	2543	-	1	0
D81P8DQ1:109:D1CW8ACXX:8:2213:4965:16894/2	*	0	*	0	*
D81P8DQ1:109:D1CW8ACXX:8:2213:15915:61867/2	chr15:28356359-28371359	3435	-	1	0
D81P8DQ1:109:D1CW8ACXX:8:2213:17616:27131/2	chr15:28356359-28371359	2990	+	1	0
D81P8DQ1:109:D1CW8ACXX:8:2213:19154:55622/2	*	0	*	0	*
D81P8DQ1:109:D1CW8ACXX:8:2215:1924:2731/2	*	0	*	0	*
D81P8DQ1:109:D1CW8ACXX:8:2215:7287:71310/2	*	0	*	0	*
D81P8DQ1:109:D1CW8ACXX:8:2215:13058:78581/2	*	0	*	0	*
D81P8DQ1:109:D1CW8ACXX:8:2215:14438:87202/2	chr15:28356359-28371359	4314	+	1	0
D81P8DQ1:109:D1CW8ACXX:8:2215:15814:17000/2	chr15:28356359-28371359	1689	+	1	0
D81P8DQ1:109:D1CW8ACXX:8:2216:6603:62622/2	chr15:28356359-28371359	3312	+	1	2
D81P8DQ1:109:D1CW8ACXX:8:2216:18937:38421/2	chr15:28356359-28371359	2275	+	1	0
D81P8DQ1:109:D1CW8ACXX:8:2301:11924:6112/2	chr15:28356359-28371359	4347	+	1	0
D81P8DQ1:109:D1CW8ACXX:8:2301:15948:69195/2	chr15:28356359-28371359	4534	+	1	0
D81P8DQ1:109:D1CW8ACXX:8:2301:17851:60046/2	*	0	*	0	*
D81P8DQ1:109:D1CW8ACXX:8:2302:11560:94710/2	chr15:28356359-28371359	1107	+	1	0
D81P8DQ1:109:D1CW8ACXX:8:2302:16437:5374/2	*	0	*	0	*
D81P8DQ1:109:D1CW8ACXX:8:2302:16558:94577/2	chr15:28356359-28371359	3766	+	1	0
D81P8DQ1:109:D1CW8ACXX:8:2302:17051:51939/2	chr15:28356359-28371359	1554	-	1	0
D81P8DQ1:109:D1CW8ACXX:8:2302:17667:67555/2	chr15:28356359-28371359	4782	-	1	2
D81P8DQ1:109:D1CW8ACXX:8:2302:20406:100568/2	chr15:28356359-28371359	1147	+	1	0
D81P8DQ1:109:D1CW8ACXX:8:2302:21178:50773/2	chr15:28356359-28371359	925	-	1	0
D81P8DQ1:109:D1CW8ACXX:8:2303:11163:80010/2	chr15:28356359-28371359	4556	+	1	0
D81P8DQ1:109:D1CW8ACXX:8:2303:12172:34159/2	chr15:28356359-28371359	1183	+	1	0
D81P8DQ1:109:D1CW8ACXX:8:2303:13056:90353/2	chr15:28356359-28371359	2966	+	1	0
D81P8DQ1:109:D1CW8ACXX:8:2303:19299:65330/2	chr15:28356359-28371359	2532	-	1	1
D81P8DQ1:109:D1CW8ACXX:8:2303:20811:66202/2	*	0	*	0	*
D81P8DQ1:109:D1CW8ACXX:8:2304:2048:92639/2	chr15:28356359-28371359	2558	-	1	1
D81P8DQ1:109:D1CW8ACXX:8:2304:8836:74819/2	chr15:28356359-28371359	4355	+	1	0
D81P8DQ1:109:D1CW8ACXX:8:2304:8919:48941/2	chr15:28356359-28371359	3430	+	1	0
D81P8DQ1:109:D1CW8ACXX:8:2304:15723:35766/2	chr15:28356359-28371359	3820	-	1	1
D81P8DQ1:109:D1CW8ACXX:8:2305:6986:43740/2	*	0	*	0	*
D81P8DQ1:109:D1CW8ACXX:8:2305:11775:88944/2	chr15:28356359-28371359	4724	-	1	1
D81P8DQ1:109:D1CW8ACXX:8:2306:3190:98838/2	*	0	*	0	*
D81P8DQ1:109:D1CW8ACXX:8:2306:15371:39750/2	chr15:28356359-28371359	4865	+	1	0
D81P8DQ1:109:D1CW8ACXX:8:2306:17642:55363/2	chr15:28356359-28371359	4719	-	1	1
D81P8DQ1:109:D1CW8ACXX:8:2307:13947:52948/2	chr15:28356359-28371359	3063	-	1	0
D81P8DQ1:109:D1CW8ACXX:8:2307:15012:42791/2	chr15:28356359-28371359	1751	+	1	0
D81P8DQ1:109:D1CW8ACXX:8:2307:15688:95039/2	chr15:28356359-28371359	1828	-	1	1
D81P8DQ1:109:D1CW8ACXX:8:2308:2449:31359/2	chr15:28356359-28371359	3764	-	1	0
